year,subject,region,scope,paper_type,status,ext,source_path,source_group,note
2010,数学,甘肃,common,甘肃卷,original,.pdf,H:\New folder\【新】2008-2024·高考数学真题\【PDF版】2008-2024·高考数学真题\版本2：数学（按省份分类）2008-2024\2008-2024·（甘肃）数学高考真题\2010年高考数学试卷（理）（大纲版Ⅱ，全国卷Ⅱ）（空白卷）.pdf,2008-2024_by_province,
2010,数学,甘肃,common,甘肃卷,original,.pdf,H:\New folder\【新】2008-2024·高考数学真题\【PDF版】2008-2024·高考数学真题\版本2：数学（按省份分类）2008-2024\2008-2024·（甘肃）数学高考真题\2010年高考数学试卷（理）（大纲版Ⅱ，全国卷Ⅱ）（解析卷）.pdf,2008-2024_by_province,
2010,数学,青海,common,青海卷,original,.pdf,H:\New folder\【新】2008-2024·高考数学真题\【PDF版】2008-2024·高考数学真题\版本2：数学（按省份分类）2008-2024\2008-2024·（青海）数学高考真题\2010年高考数学试卷（文）（大纲版Ⅱ，全国卷Ⅱ）（空白卷）.pdf,2008-2024_by_province,
2010,数学,青海,common,青海卷,original,.pdf,H:\New folder\【新】2008-2024·高考数学真题\【PDF版】2008-2024·高考数学真题\版本2：数学（按省份分类）2008-2024\2008-2024·（青海）数学高考真题\2010年高考数学试卷（文）（大纲版Ⅱ，全国卷Ⅱ）（解析卷）.pdf,2008-2024_by_province,
2010,数学,青海,common,青海卷,original,.pdf,H:\New folder\【新】2008-2024·高考数学真题\【PDF版】2008-2024·高考数学真题\版本2：数学（按省份分类）2008-2024\2008-2024·（青海）数学高考真题\2010年高考数学试卷（理）（大纲版Ⅱ，全国卷Ⅱ）（空白卷）.pdf,2008-2024_by_province,
2010,数学,青海,common,青海卷,original,.pdf,H:\New folder\【新】2008-2024·高考数学真题\【PDF版】2008-2024·高考数学真题\版本2：数学（按省份分类）2008-2024\2008-2024·（青海）数学高考真题\2010年高考数学试卷（理）（大纲版Ⅱ，全国卷Ⅱ）（解析卷）.pdf,2008-2024_by_province,
2010,数学,宁夏,common,海南卷,original,.pdf,H:\New folder\【新】2008-2024·高考数学真题\【PDF版】2008-2024·高考数学真题\版本2：数学（按省份分类）2008-2024\2008-2024·（宁夏）数学高考真题\2010年高考数学试卷（文）（新课标）（海南宁夏）（空白卷）.pdf,2008-2024_by_province,
2010,数学,宁夏,common,海南卷,original,.pdf,H:\New folder\【新】2008-2024·高考数学真题\【PDF版】2008-2024·高考数学真题\版本2：数学（按省份分类）2008-2024\2008-2024·（宁夏）数学高考真题\2010年高考数学试卷（文）（新课标）（海南宁夏）（解析卷）.pdf,2008-2024_by_province,
2010,数学,宁夏,common,海南卷,original,.pdf,H:\New folder\【新】2008-2024·高考数学真题\【PDF版】2008-2024·高考数学真题\版本2：数学（按省份分类）2008-2024\2008-2024·（宁夏）数学高考真题\2010年高考数学试卷（理）（新课标）（海南宁夏）（空白卷）.pdf,2008-2024_by_province,
2010,数学,宁夏,common,海南卷,original,.pdf,H:\New folder\【新】2008-2024·高考数学真题\【PDF版】2008-2024·高考数学真题\版本2：数学（按省份分类）2008-2024\2008-2024·（宁夏）数学高考真题\2010年高考数学试卷（理）（新课标）（海南宁夏）（解析卷）.pdf,2008-2024_by_province,
2010,数学,新疆,common,新疆卷,original,.pdf,H:\New folder\【新】2008-2024·高考数学真题\【PDF版】2008-2024·高考数学真题\版本2：数学（按省份分类）2008-2024\2008-2024·（新疆）数学高考真题\2010年高考数学试卷（文）（大纲版Ⅱ，全国卷Ⅱ）（空白卷）.pdf,2008-2024_by_province,
2010,数学,新疆,common,新疆卷,original,.pdf,H:\New folder\【新】2008-2024·高考数学真题\【PDF版】2008-2024·高考数学真题\版本2：数学（按省份分类）2008-2024\2008-2024·（新疆）数学高考真题\2010年高考数学试卷（文）（大纲版Ⅱ，全国卷Ⅱ）（解析卷）.pdf,2008-2024_by_province,
2010,数学,新疆,common,新疆卷,original,.pdf,H:\New folder\【新】2008-2024·高考数学真题\【PDF版】2008-2024·高考数学真题\版本2：数学（按省份分类）2008-2024\2008-2024·（新疆）数学高考真题\2010年高考数学试卷（理）（大纲版Ⅱ，全国卷Ⅱ）（空白卷）.pdf,2008-2024_by_province,
2010,数学,新疆,common,新疆卷,original,.pdf,H:\New folder\【新】2008-2024·高考数学真题\【PDF版】2008-2024·高考数学真题\版本2：数学（按省份分类）2008-2024\2008-2024·（新疆）数学高考真题\2010年高考数学试卷（理）（大纲版Ⅱ，全国卷Ⅱ）（解析卷）.pdf,2008-2024_by_province,
2010,英语,北京,local,北京卷,original,.mp3,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（北京）英语高考真题\2010年高考英语试卷（北京）听力音频.mp3,2008-2024_by_province,
2010,英语,北京,local,北京卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（北京）英语高考真题\2010年高考英语试卷（北京）（空白卷）.pdf,2008-2024_by_province,
2010,英语,北京,local,北京卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（北京）英语高考真题\2010年高考英语试卷（北京）（解析卷）.pdf,2008-2024_by_province,
2010,英语,天津,local,天津卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2023·（天津）英语高考真题\2010年高考英语试卷（天津）（空白卷）.pdf,2008-2024_by_province,
2010,英语,天津,local,天津卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2023·（天津）英语高考真题\2010年高考英语试卷（天津）（解析卷）.pdf,2008-2024_by_province,
2010,英语,河北,common,新课标全国I卷,original,.mp3,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（河北）英语高考真题\2010年高考英语试卷（新课标Ⅰ卷）听力音频.mp3,2008-2024_by_province,
2010,英语,河北,common,新课标全国I卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（河北）英语高考真题\2010年高考英语试卷（新课标Ⅰ卷）（空白卷）.pdf,2008-2024_by_province,
2010,英语,河北,common,新课标全国I卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（河北）英语高考真题\2010年高考英语试卷（新课标Ⅰ卷）（解析卷）.pdf,2008-2024_by_province,
2010,英语,山西,common,新课标全国I卷,original,.mp3,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（山西）英语高考真题\2010年高考英语试卷（新课标Ⅰ卷）听力音频.mp3,2008-2024_by_province,
2010,英语,山西,common,新课标全国I卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（山西）英语高考真题\2010年高考英语试卷（新课标Ⅰ卷）（空白卷）.pdf,2008-2024_by_province,
2010,英语,山西,common,新课标全国I卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（山西）英语高考真题\2010年高考英语试卷（新课标Ⅰ卷）（解析卷）.pdf,2008-2024_by_province,
2010,英语,内蒙古,common,新课标全国II卷,original,.mp3,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（内蒙古）英语高考真题\2010年高考英语试卷（新课标Ⅱ卷）听力音频.mp3,2008-2024_by_province,
2010,英语,内蒙古,common,新课标全国II卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（内蒙古）英语高考真题\2010年高考英语试卷（新课标Ⅱ卷）（空白卷）.pdf,2008-2024_by_province,
2010,英语,内蒙古,common,新课标全国II卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（内蒙古）英语高考真题\2010年高考英语试卷（新课标Ⅱ卷）（解析卷）.pdf,2008-2024_by_province,
2010,英语,吉林,common,新课标全国II卷,original,.mp3,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（吉林）英语高考真题\2010年高考英语试卷（新课标Ⅱ卷）听力音频.mp3,2008-2024_by_province,
2010,英语,吉林,common,新课标全国II卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（吉林）英语高考真题\2010年高考英语试卷（新课标Ⅱ卷）（空白卷）.pdf,2008-2024_by_province,
2010,英语,吉林,common,新课标全国II卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（吉林）英语高考真题\2010年高考英语试卷（新课标Ⅱ卷）（解析卷）.pdf,2008-2024_by_province,
2010,英语,黑龙江,common,新课标全国II卷,original,.mp3,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（黑龙江）英语高考真题\2010年高考英语试卷（新课标Ⅱ卷）听力音频.mp3,2008-2024_by_province,
2010,英语,黑龙江,common,新课标全国II卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（黑龙江）英语高考真题\2010年高考英语试卷（新课标Ⅱ卷）（空白卷）.pdf,2008-2024_by_province,
2010,英语,黑龙江,common,新课标全国II卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（黑龙江）英语高考真题\2010年高考英语试卷（新课标Ⅱ卷）（解析卷）.pdf,2008-2024_by_province,
2010,英语,上海,local,上海卷,original,.mp3,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2023·（上海）英语高考真题\2010年高考英语试卷（上海）（秋考）听力音频.mp3,2008-2024_by_province,
2010,英语,上海,local,上海卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2023·（上海）英语高考真题\2010年高考英语试卷（上海）（秋考）（空白卷）.pdf,2008-2024_by_province,
2010,英语,上海,local,上海卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2023·（上海）英语高考真题\2010年高考英语试卷（上海）（秋考）（解析卷）.pdf,2008-2024_by_province,
2010,英语,江苏,local,江苏卷,original,.mp3,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（江苏）英语高考真题\2010年高考英语试卷（江苏）听力音频.mp3,2008-2024_by_province,
2010,英语,江苏,local,江苏卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（江苏）英语高考真题\2010年高考英语试卷（江苏）（空白卷）.pdf,2008-2024_by_province,
2010,英语,江苏,local,江苏卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（江苏）英语高考真题\2010年高考英语试卷（江苏）（解析卷）.pdf,2008-2024_by_province,
2010,英语,浙江,local,浙江卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（浙江）英语高考真题\2010年高考英语试卷（浙江）（空白卷）.pdf,2008-2024_by_province,
2010,英语,浙江,local,浙江卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（浙江）英语高考真题\2010年高考英语试卷（浙江）（解析卷）.pdf,2008-2024_by_province,
2010,英语,山东,local,山东卷,original,.mp3,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（山东）英语高考真题\2010年高考英语试卷（山东）听力音频.mp3,2008-2024_by_province,
2010,英语,山东,local,山东卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（山东）英语高考真题\2010年高考英语试卷（山东）（空白卷）.pdf,2008-2024_by_province,
2010,英语,山东,local,山东卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（山东）英语高考真题\2010年高考英语试卷（山东）（解析卷）.pdf,2008-2024_by_province,
2010,英语,河南,common,新课标全国I卷,original,.mp3,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（河南）英语高考真题\2010年高考英语试卷（新课标Ⅰ卷）听力音频.mp3,2008-2024_by_province,
2010,英语,河南,common,新课标全国I卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（河南）英语高考真题\2010年高考英语试卷（新课标Ⅰ卷）（空白卷）.pdf,2008-2024_by_province,
2010,英语,河南,common,新课标全国I卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（河南）英语高考真题\2010年高考英语试卷（新课标Ⅰ卷）（解析卷）.pdf,2008-2024_by_province,
2010,英语,湖南,local,湖南卷,original,.mp3,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（湖南）英语高考真题\2010年高考英语试卷（湖南）听力音频.mp3,2008-2024_by_province,
2010,英语,湖南,local,湖南卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（湖南）英语高考真题\2010年高考英语试卷（湖南）（空白卷）.pdf,2008-2024_by_province,
2010,英语,湖南,local,湖南卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（湖南）英语高考真题\2010年高考英语试卷（湖南）（解析卷）.pdf,2008-2024_by_province,
2010,英语,广东,local,广东卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（广东）英语高考真题\2010年高考英语试卷（广东）（空白卷）.pdf,2008-2024_by_province,
2010,英语,广东,local,广东卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（广东）英语高考真题\2010年高考英语试卷（广东）（解析卷）.pdf,2008-2024_by_province,
2010,英语,广西,common,新课标全国I卷,original,.mp3,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（广西）英语高考真题\2010年高考英语试卷（新课标Ⅰ卷）听力音频.mp3,2008-2024_by_province,
2010,英语,广西,common,新课标全国I卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（广西）英语高考真题\2010年高考英语试卷（新课标Ⅰ卷）（空白卷）.pdf,2008-2024_by_province,
2010,英语,广西,common,新课标全国I卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（广西）英语高考真题\2010年高考英语试卷（新课标Ⅰ卷）（解析卷）.pdf,2008-2024_by_province,
2010,英语,海南,common,新课标全国II卷,original,.mp3,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（海南）英语高考真题\2010年高考英语试卷（新课标Ⅱ卷）听力音频.mp3,2008-2024_by_province,
2010,英语,海南,common,新课标全国II卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（海南）英语高考真题\2010年高考英语试卷（新课标Ⅱ卷）（空白卷）.pdf,2008-2024_by_province,
2010,英语,海南,common,新课标全国II卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（海南）英语高考真题\2010年高考英语试卷（新课标Ⅱ卷）（解析卷）.pdf,2008-2024_by_province,
2010,英语,四川,local,四川卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（四川）英语高考真题\2010年高考英语试卷（四川）（空白卷）.pdf,2008-2024_by_province,
2010,英语,四川,local,四川卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（四川）英语高考真题\2010年高考英语试卷（四川）（解析卷）.pdf,2008-2024_by_province,
2010,英语,贵州,common,新课标全国II卷,original,.mp3,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（贵州）英语高考真题\2010年高考英语试卷（新课标Ⅱ卷）听力音频.mp3,2008-2024_by_province,
2010,英语,贵州,common,新课标全国II卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（贵州）英语高考真题\2010年高考英语试卷（新课标Ⅱ卷）（空白卷）.pdf,2008-2024_by_province,
2010,英语,贵州,common,新课标全国II卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（贵州）英语高考真题\2010年高考英语试卷（新课标Ⅱ卷）（解析卷）.pdf,2008-2024_by_province,
2010,英语,云南,common,新课标全国II卷,original,.mp3,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（云南）英语高考真题\2010年高考英语试卷（新课标Ⅱ卷）听力音频.mp3,2008-2024_by_province,
2010,英语,云南,common,新课标全国II卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（云南）英语高考真题\2010年高考英语试卷（新课标Ⅱ卷）（空白卷）.pdf,2008-2024_by_province,
2010,英语,云南,common,新课标全国II卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（云南）英语高考真题\2010年高考英语试卷（新课标Ⅱ卷）（解析卷）.pdf,2008-2024_by_province,
2010,英语,西藏,common,新课标全国II卷,original,.mp3,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（西藏）英语高考真题\2010年高考英语试卷（新课标Ⅱ卷）听力音频.mp3,2008-2024_by_province,
2010,英语,西藏,common,新课标全国II卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（西藏）英语高考真题\2010年高考英语试卷（新课标Ⅱ卷）（空白卷）.pdf,2008-2024_by_province,
2010,英语,西藏,common,新课标全国II卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（西藏）英语高考真题\2010年高考英语试卷（新课标Ⅱ卷）（解析卷）.pdf,2008-2024_by_province,
2010,英语,陕西,local,陕西卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（陕西）英语高考真题\2010年高考英语试卷（陕西）（空白卷）.pdf,2008-2024_by_province,
2010,英语,陕西,local,陕西卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（陕西）英语高考真题\2010年高考英语试卷（陕西）（解析卷）.pdf,2008-2024_by_province,
2010,英语,甘肃,common,新课标全国II卷,original,.mp3,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（甘肃）英语高考真题\2010年高考英语试卷（新课标Ⅱ卷）听力音频.mp3,2008-2024_by_province,
2010,英语,甘肃,common,新课标全国II卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（甘肃）英语高考真题\2010年高考英语试卷（新课标Ⅱ卷）（空白卷）.pdf,2008-2024_by_province,
2010,英语,甘肃,common,新课标全国II卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（甘肃）英语高考真题\2010年高考英语试卷（新课标Ⅱ卷）（解析卷）.pdf,2008-2024_by_province,
2010,英语,青海,common,新课标全国II卷,original,.mp3,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（青海）英语高考真题\2010年高考英语试卷（新课标Ⅱ卷）听力音频.mp3,2008-2024_by_province,
2010,英语,青海,common,新课标全国II卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（青海）英语高考真题\2010年高考英语试卷（新课标Ⅱ卷）（空白卷）.pdf,2008-2024_by_province,
2010,英语,青海,common,新课标全国II卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（青海）英语高考真题\2010年高考英语试卷（新课标Ⅱ卷）（解析卷）.pdf,2008-2024_by_province,
2010,英语,宁夏,common,新课标全国II卷,original,.mp3,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（宁夏）英语高考真题\2010年高考英语试卷（新课标Ⅱ卷）听力音频.mp3,2008-2024_by_province,
2010,英语,宁夏,common,新课标全国II卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（宁夏）英语高考真题\2010年高考英语试卷（新课标Ⅱ卷）（空白卷）.pdf,2008-2024_by_province,
2010,英语,宁夏,common,新课标全国II卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（宁夏）英语高考真题\2010年高考英语试卷（新课标Ⅱ卷）（解析卷）.pdf,2008-2024_by_province,
2010,英语,新疆,common,新课标全国II卷,original,.mp3,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（新疆）英语高考真题\2010年高考英语试卷（新课标Ⅱ卷）听力音频.mp3,2008-2024_by_province,
2010,英语,新疆,common,新课标全国II卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（新疆）英语高考真题\2010年高考英语试卷（新课标Ⅱ卷）（空白卷）.pdf,2008-2024_by_province,
2010,英语,新疆,common,新课标全国II卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（新疆）英语高考真题\2010年高考英语试卷（新课标Ⅱ卷）（解析卷）.pdf,2008-2024_by_province,
2010,物理,北京,local,北京卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（北京）物理高考真题\2010年高考物理试卷（北京）（空白卷）.pdf,2008-2024_by_province,
2010,物理,北京,local,北京卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（北京）物理高考真题\2010年高考物理试卷（北京）（解析卷）.pdf,2008-2024_by_province,
2010,物理,天津,local,天津卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2023·（天津）物理高考真题\2010年高考物理真题（天津）（空白卷）.pdf,2008-2024_by_province,
2010,物理,天津,local,天津卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2023·（天津）物理高考真题\2010年高考物理真题（天津）（解析卷）.pdf,2008-2024_by_province,
2010,物理,河北,common,河北卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（河北）物理高考真题\2010年高考物理试卷（全国卷Ⅰ）（空白卷）.pdf,2008-2024_by_province,
2010,物理,河北,common,河北卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（河北）物理高考真题\2010年高考物理试卷（全国卷Ⅰ）（解析卷）.pdf,2008-2024_by_province,
2010,物理,山西,common,山西卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（山西）物理高考真题\2010年高考物理试卷（全国卷Ⅰ）（空白卷）.pdf,2008-2024_by_province,
2010,物理,山西,common,山西卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（山西）物理高考真题\2010年高考物理试卷（全国卷Ⅰ）（解析卷）.pdf,2008-2024_by_province,
2010,物理,内蒙古,common,内蒙古卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（内蒙古）物理高考真题\2010年高考物理试卷（全国卷Ⅱ）（空白卷）.pdf,2008-2024_by_province,
2010,物理,内蒙古,common,内蒙古卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（内蒙古）物理高考真题\2010年高考物理试卷（全国卷Ⅱ）（解析卷）.pdf,2008-2024_by_province,
2010,物理,辽宁,common,辽宁卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2010-2024·（辽宁）物理高考真题\2010年高考物理试卷（新课标）（空白卷）.pdf,2008-2024_by_province,
2010,物理,辽宁,common,辽宁卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2010-2024·（辽宁）物理高考真题\2010年高考物理试卷（新课标）（解析卷）.pdf,2008-2024_by_province,
2010,物理,吉林,common,吉林卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（吉林）物理高考真题\2010年高考物理试卷（新课标Ⅰ）（空白卷）.pdf,2008-2024_by_province,
2010,物理,吉林,common,吉林卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（吉林）物理高考真题\2010年高考物理试卷（新课标Ⅰ）（解析卷）.pdf,2008-2024_by_province,
2010,物理,黑龙江,common,黑龙江卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（黑龙江）物理高考真题\2010年高考物理试卷（新课标）（空白卷）.pdf,2008-2024_by_province,
2010,物理,黑龙江,common,黑龙江卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（黑龙江）物理高考真题\2010年高考物理试卷（新课标）（解析卷）.pdf,2008-2024_by_province,
2010,物理,上海,local,上海卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（上海）物理高考真题\2010年高考物理试卷（上海）（空白卷）.pdf,2008-2024_by_province,
2010,物理,上海,local,上海卷,original,.pdf,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（上海）物理高考真题\2010年高考物理试卷（上海）（解析卷）.pdf,2008-2024_by_province,
