年份,科目,地区,高考模式,改革起始年,卷别性质,范围,卷型,状态,来源文件,建议Repo路径,文件数
2017,生物,宁夏,老高考,2025,全国卷,common,宁夏卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考生物真题\版本2：生物（按省份分类）2008-2024\2010-2024·（宁夏）生物高考真题\2017年高考生物试卷（新课标Ⅱ）（空白卷）.pdf,papers/2017/生物/全国/宁夏卷/2017_生物_宁夏_宁夏卷_原卷.pdf,2
2017,政治,宁夏,老高考,2025,全国卷,common,宁夏卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考政治真题\版本2：政治（按省份分类）2008-2024\2010-2023·（宁夏）政治高考真题\2017年高考政治试卷（新课标Ⅱ）（空白卷）.pdf,papers/2017/政治/全国/宁夏卷/2017_政治_宁夏_宁夏卷_原卷.pdf,2
2017,历史,宁夏,老高考,2025,全国卷,common,宁夏卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考历史真题\版本2：历史（按省份分类）2008-2024\2010-2024·（宁夏）历史高考真题\2017年高考历史试卷（新课标Ⅱ）（空白卷）.pdf,papers/2017/历史/全国/宁夏卷/2017_历史_宁夏_宁夏卷_原卷.pdf,2
2017,地理,宁夏,老高考,2025,全国卷,common,宁夏卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考地理真题\版本2：地理（按省份分类）2008-2024\2010-2024·（宁夏）地理高考真题\2017年高考地理试卷（新课标Ⅱ）（空白卷）.pdf,papers/2017/地理/全国/宁夏卷/2017_地理_宁夏_宁夏卷_原卷.pdf,2
2018,语文,宁夏,老高考,2025,全国卷,common,新课标全国II卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考语文真题\版本2：语文（按省份分类）2008-2024\2008-2024·（宁夏）语文高考真题\2018年高考语文试卷（新课标Ⅱ卷）（空白卷）.pdf,papers/2018/语文/全国/新课标全国II卷/2018_语文_宁夏_新课标全国II卷_原卷.pdf,2
2018,数学,宁夏,老高考,2025,全国卷,common,宁夏卷,present_common,H:\New folder\【新】2008-2024·高考数学真题\【PDF版】2008-2024·高考数学真题\版本2：数学（按省份分类）2008-2024\2008-2024·（宁夏）数学高考真题\2018年高考数学试卷（文）（新课标Ⅱ）（空白卷）.pdf,papers/2018/数学/全国/宁夏卷/2018_数学_宁夏_宁夏卷_原卷.pdf,4
2018,英语,宁夏,老高考,2025,全国卷,common,新课标全国II卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（宁夏）英语高考真题\2018年高考英语试卷（新课标Ⅱ卷）听力音频.mp3,papers/2018/英语/全国/新课标全国II卷/2018_英语_宁夏_新课标全国II卷_原卷.mp3,3
2018,物理,宁夏,老高考,2025,全国卷,common,宁夏卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2010-2024·（宁夏）物理高考真题\2018年高考物理试卷（新课标Ⅱ）（空白卷）.pdf,papers/2018/物理/全国/宁夏卷/2018_物理_宁夏_宁夏卷_原卷.pdf,2
2018,化学,宁夏,老高考,2025,全国卷,common,宁夏卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考化学真题\版本2：化学（按省份分类）2008-2024\2010-2024·（宁夏）化学高考真题\2018年高考化学试卷（新课标Ⅱ）（空白卷）.pdf,papers/2018/化学/全国/宁夏卷/2018_化学_宁夏_宁夏卷_原卷.pdf,2
2018,生物,宁夏,老高考,2025,全国卷,common,宁夏卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考生物真题\版本2：生物（按省份分类）2008-2024\2010-2024·（宁夏）生物高考真题\2018年高考生物试卷（新课标Ⅱ）（空白卷）.pdf,papers/2018/生物/全国/宁夏卷/2018_生物_宁夏_宁夏卷_原卷.pdf,2
2018,政治,宁夏,老高考,2025,全国卷,common,宁夏卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考政治真题\版本2：政治（按省份分类）2008-2024\2010-2023·（宁夏）政治高考真题\2018年高考政治试卷（新课标Ⅱ）（空白卷）.pdf,papers/2018/政治/全国/宁夏卷/2018_政治_宁夏_宁夏卷_原卷.pdf,2
2018,历史,宁夏,老高考,2025,全国卷,common,宁夏卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考历史真题\版本2：历史（按省份分类）2008-2024\2010-2024·（宁夏）历史高考真题\2018年高考历史试卷（新课标Ⅱ）（空白卷）.pdf,papers/2018/历史/全国/宁夏卷/2018_历史_宁夏_宁夏卷_原卷.pdf,2
2018,地理,宁夏,老高考,2025,全国卷,common,宁夏卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考地理真题\版本2：地理（按省份分类）2008-2024\2010-2024·（宁夏）地理高考真题\2018年高考地理试卷（新课标Ⅱ）（空白卷）.pdf,papers/2018/地理/全国/宁夏卷/2018_地理_宁夏_宁夏卷_原卷.pdf,2
2019,语文,宁夏,老高考,2025,全国卷,common,新课标全国II卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考语文真题\版本2：语文（按省份分类）2008-2024\2008-2024·（宁夏）语文高考真题\2019年高考语文试卷（新课标Ⅱ卷）（空白卷）.pdf,papers/2019/语文/全国/新课标全国II卷/2019_语文_宁夏_新课标全国II卷_原卷.pdf,2
2019,数学,宁夏,老高考,2025,全国卷,common,宁夏卷,present_common,H:\New folder\【新】2008-2024·高考数学真题\【PDF版】2008-2024·高考数学真题\版本2：数学（按省份分类）2008-2024\2008-2024·（宁夏）数学高考真题\2019年高考数学试卷（文）（新课标Ⅱ）（空白卷）.pdf,papers/2019/数学/全国/宁夏卷/2019_数学_宁夏_宁夏卷_原卷.pdf,4
2019,英语,宁夏,老高考,2025,全国卷,common,新课标全国II卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（宁夏）英语高考真题\2019年高考英语试卷（新课标Ⅱ卷）听力音频.mp3,papers/2019/英语/全国/新课标全国II卷/2019_英语_宁夏_新课标全国II卷_原卷.mp3,3
2019,物理,宁夏,老高考,2025,全国卷,common,宁夏卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2010-2024·（宁夏）物理高考真题\2019年高考物理试卷（新课标Ⅱ）（空白卷）.pdf,papers/2019/物理/全国/宁夏卷/2019_物理_宁夏_宁夏卷_原卷.pdf,2
2019,化学,宁夏,老高考,2025,全国卷,common,宁夏卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考化学真题\版本2：化学（按省份分类）2008-2024\2010-2024·（宁夏）化学高考真题\2019年高考化学试卷（新课标Ⅱ）（空白卷）.pdf,papers/2019/化学/全国/宁夏卷/2019_化学_宁夏_宁夏卷_原卷.pdf,2
2019,生物,宁夏,老高考,2025,全国卷,common,宁夏卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考生物真题\版本2：生物（按省份分类）2008-2024\2010-2024·（宁夏）生物高考真题\2019年高考生物试卷（新课标Ⅱ）（空白卷）.pdf,papers/2019/生物/全国/宁夏卷/2019_生物_宁夏_宁夏卷_原卷.pdf,2
2019,政治,宁夏,老高考,2025,全国卷,common,宁夏卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考政治真题\版本2：政治（按省份分类）2008-2024\2010-2023·（宁夏）政治高考真题\2019年高考政治试卷（新课标Ⅱ）（空白卷）.pdf,papers/2019/政治/全国/宁夏卷/2019_政治_宁夏_宁夏卷_原卷.pdf,2
2019,历史,宁夏,老高考,2025,全国卷,common,宁夏卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考历史真题\版本2：历史（按省份分类）2008-2024\2010-2024·（宁夏）历史高考真题\2019年高考历史试卷（新课标Ⅱ）（空白卷）.pdf,papers/2019/历史/全国/宁夏卷/2019_历史_宁夏_宁夏卷_原卷.pdf,2
2019,地理,宁夏,老高考,2025,全国卷,common,宁夏卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考地理真题\版本2：地理（按省份分类）2008-2024\2010-2024·（宁夏）地理高考真题\2019年高考地理试卷（新课标Ⅱ）（空白卷）.pdf,papers/2019/地理/全国/宁夏卷/2019_地理_宁夏_宁夏卷_原卷.pdf,2
2020,语文,宁夏,老高考,2025,全国卷,common,新课标全国II卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考语文真题\版本2：语文（按省份分类）2008-2024\2008-2024·（宁夏）语文高考真题\2020年高考语文试卷（新课标Ⅱ卷）（空白卷）.pdf,papers/2020/语文/全国/新课标全国II卷/2020_语文_宁夏_新课标全国II卷_原卷.pdf,2
2020,数学,宁夏,老高考,2025,全国卷,common,宁夏卷,present_common,H:\New folder\【新】2008-2024·高考数学真题\【PDF版】2008-2024·高考数学真题\版本2：数学（按省份分类）2008-2024\2008-2024·（宁夏）数学高考真题\2020年高考数学试卷（文）（新课标Ⅱ）（空白卷）.pdf,papers/2020/数学/全国/宁夏卷/2020_数学_宁夏_宁夏卷_原卷.pdf,4
2020,英语,宁夏,老高考,2025,全国卷,common,新课标全国II卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（宁夏）英语高考真题\2020年高考英语试卷（新课标Ⅱ卷）听力音频.mp3,papers/2020/英语/全国/新课标全国II卷/2020_英语_宁夏_新课标全国II卷_原卷.mp3,3
2020,物理,宁夏,老高考,2025,全国卷,common,宁夏卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2010-2024·（宁夏）物理高考真题\2020年高考物理试卷（新课标Ⅱ）（空白卷）.pdf,papers/2020/物理/全国/宁夏卷/2020_物理_宁夏_宁夏卷_原卷.pdf,2
2020,化学,宁夏,老高考,2025,全国卷,common,宁夏卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考化学真题\版本2：化学（按省份分类）2008-2024\2010-2024·（宁夏）化学高考真题\2020年高考化学试卷（新课标Ⅱ）（空白卷）.pdf,papers/2020/化学/全国/宁夏卷/2020_化学_宁夏_宁夏卷_原卷.pdf,2
2020,生物,宁夏,老高考,2025,全国卷,common,宁夏卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考生物真题\版本2：生物（按省份分类）2008-2024\2010-2024·（宁夏）生物高考真题\2020年高考生物试卷（新课标Ⅱ）（空白卷）.pdf,papers/2020/生物/全国/宁夏卷/2020_生物_宁夏_宁夏卷_原卷.pdf,2
2020,政治,宁夏,老高考,2025,全国卷,common,宁夏卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考政治真题\版本2：政治（按省份分类）2008-2024\2010-2023·（宁夏）政治高考真题\2020年高考政治试卷（新课标Ⅱ）（空白卷）.pdf,papers/2020/政治/全国/宁夏卷/2020_政治_宁夏_宁夏卷_原卷.pdf,2
2020,历史,宁夏,老高考,2025,全国卷,common,宁夏卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考历史真题\版本2：历史（按省份分类）2008-2024\2010-2024·（宁夏）历史高考真题\2020年高考历史试卷（新课标Ⅱ）（空白卷）.pdf,papers/2020/历史/全国/宁夏卷/2020_历史_宁夏_宁夏卷_原卷.pdf,2
2020,地理,宁夏,老高考,2025,全国卷,common,宁夏卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考地理真题\版本2：地理（按省份分类）2008-2024\2010-2024·（宁夏）地理高考真题\2020年高考地理试卷（新课标Ⅱ）（空白卷）.pdf,papers/2020/地理/全国/宁夏卷/2020_地理_宁夏_宁夏卷_原卷.pdf,2
2021,语文,宁夏,老高考,2025,全国卷,common,全国乙卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考语文真题\版本2：语文（按省份分类）2008-2024\2008-2024·（宁夏）语文高考真题\2021年高考语文试卷（全国乙卷）（空白卷）.pdf,papers/2021/语文/全国/全国乙卷/2021_语文_宁夏_全国乙卷_原卷.pdf,2
2021,数学,宁夏,老高考,2025,全国卷,common,全国乙卷,present_common,H:\New folder\【新】2008-2024·高考数学真题\【PDF版】2008-2024·高考数学真题\版本2：数学（按省份分类）2008-2024\2008-2024·（宁夏）数学高考真题\2021年高考数学试卷（文）（全国乙卷）（新课标Ⅰ）（空白卷）.pdf,papers/2021/数学/全国/全国乙卷/2021_数学_宁夏_全国乙卷_原卷.pdf,4
2021,英语,宁夏,老高考,2025,全国卷,common,全国乙卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（宁夏）英语高考真题\2021年高考英语试卷（全国乙卷）（新课标Ⅰ）听力音频.mp3,papers/2021/英语/全国/全国乙卷/2021_英语_宁夏_全国乙卷_原卷.mp3,3
2021,物理,宁夏,老高考,2025,全国卷,common,全国乙卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2010-2024·（宁夏）物理高考真题\2021年高考物理试卷（全国乙卷）（空白卷）.pdf,papers/2021/物理/全国/全国乙卷/2021_物理_宁夏_全国乙卷_原卷.pdf,2
2021,化学,宁夏,老高考,2025,全国卷,common,全国乙卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考化学真题\版本2：化学（按省份分类）2008-2024\2010-2024·（宁夏）化学高考真题\2021年高考化学试卷（全国乙卷）（空白卷）.pdf,papers/2021/化学/全国/全国乙卷/2021_化学_宁夏_全国乙卷_原卷.pdf,2
2021,生物,宁夏,老高考,2025,全国卷,common,全国乙卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考生物真题\版本2：生物（按省份分类）2008-2024\2010-2024·（宁夏）生物高考真题\2021年高考生物试卷（全国乙卷）（空白卷）.pdf,papers/2021/生物/全国/全国乙卷/2021_生物_宁夏_全国乙卷_原卷.pdf,2
2021,政治,宁夏,老高考,2025,全国卷,common,全国乙卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考政治真题\版本2：政治（按省份分类）2008-2024\2010-2023·（宁夏）政治高考真题\2021年高考政治试卷（全国乙卷）（空白卷）.pdf,papers/2021/政治/全国/全国乙卷/2021_政治_宁夏_全国乙卷_原卷.pdf,2
2021,历史,宁夏,老高考,2025,全国卷,common,全国乙卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考历史真题\版本2：历史（按省份分类）2008-2024\2010-2024·（宁夏）历史高考真题\2021年高考历史试卷（全国乙卷）（空白卷）.pdf,papers/2021/历史/全国/全国乙卷/2021_历史_宁夏_全国乙卷_原卷.pdf,2
2021,地理,宁夏,老高考,2025,全国卷,common,全国乙卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考地理真题\版本2：地理（按省份分类）2008-2024\2010-2024·（宁夏）地理高考真题\2021年高考地理试卷（全国乙卷）（空白卷）.pdf,papers/2021/地理/全国/全国乙卷/2021_地理_宁夏_全国乙卷_原卷.pdf,2
2022,语文,宁夏,老高考,2025,全国卷,common,全国乙卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考语文真题\版本2：语文（按省份分类）2008-2024\2008-2024·（宁夏）语文高考真题\2022年高考语文试卷（全国乙卷）（空白卷）.pdf,papers/2022/语文/全国/全国乙卷/2022_语文_宁夏_全国乙卷_原卷.pdf,2
2022,数学,宁夏,老高考,2025,全国卷,common,全国乙卷,present_common,H:\New folder\【新】2008-2024·高考数学真题\【PDF版】2008-2024·高考数学真题\版本2：数学（按省份分类）2008-2024\2008-2024·（宁夏）数学高考真题\2022年高考数学试卷（文）（全国乙卷）（空白卷）.pdf,papers/2022/数学/全国/全国乙卷/2022_数学_宁夏_全国乙卷_原卷.pdf,4
2022,英语,宁夏,老高考,2025,全国卷,common,全国乙卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（宁夏）英语高考真题\2022年高考英语试卷（全国乙卷）听力音频.mp3,papers/2022/英语/全国/全国乙卷/2022_英语_宁夏_全国乙卷_原卷.mp3,3
2022,物理,宁夏,老高考,2025,全国卷,common,全国乙卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2010-2024·（宁夏）物理高考真题\2022年高考物理试卷（全国乙卷）（空白卷）.pdf,papers/2022/物理/全国/全国乙卷/2022_物理_宁夏_全国乙卷_原卷.pdf,2
2022,化学,宁夏,老高考,2025,全国卷,common,全国乙卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考化学真题\版本2：化学（按省份分类）2008-2024\2010-2024·（宁夏）化学高考真题\2022年高考化学试卷（全国乙卷）（空白卷）.pdf,papers/2022/化学/全国/全国乙卷/2022_化学_宁夏_全国乙卷_原卷.pdf,2
2022,生物,宁夏,老高考,2025,全国卷,common,全国乙卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考生物真题\版本2：生物（按省份分类）2008-2024\2010-2024·（宁夏）生物高考真题\2022年高考生物试卷（全国乙卷）（空白卷）.pdf,papers/2022/生物/全国/全国乙卷/2022_生物_宁夏_全国乙卷_原卷.pdf,2
2022,政治,宁夏,老高考,2025,全国卷,common,全国乙卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考政治真题\版本2：政治（按省份分类）2008-2024\2010-2023·（宁夏）政治高考真题\2022年高考政治试卷（全国乙卷）（空白卷）.pdf,papers/2022/政治/全国/全国乙卷/2022_政治_宁夏_全国乙卷_原卷.pdf,2
2022,历史,宁夏,老高考,2025,全国卷,common,全国乙卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考历史真题\版本2：历史（按省份分类）2008-2024\2010-2024·（宁夏）历史高考真题\2022年高考历史试卷（全国乙卷）（空白卷）.pdf,papers/2022/历史/全国/全国乙卷/2022_历史_宁夏_全国乙卷_原卷.pdf,2
2022,地理,宁夏,老高考,2025,全国卷,common,全国乙卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考地理真题\版本2：地理（按省份分类）2008-2024\2010-2024·（宁夏）地理高考真题\2022年高考地理试卷（全国乙卷）（空白卷）.pdf,papers/2022/地理/全国/全国乙卷/2022_地理_宁夏_全国乙卷_原卷.pdf,2
2023,语文,宁夏,老高考,2025,全国卷,common,全国乙卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考语文真题\版本2：语文（按省份分类）2008-2024\2008-2024·（宁夏）语文高考真题\2023年高考语文试卷（全国乙卷）（空白卷）.pdf,papers/2023/语文/全国/全国乙卷/2023_语文_宁夏_全国乙卷_原卷.pdf,2
2023,数学,宁夏,老高考,2025,全国卷,common,全国乙卷,present_common,H:\New folder\【新】2008-2024·高考数学真题\【PDF版】2008-2024·高考数学真题\版本2：数学（按省份分类）2008-2024\2008-2024·（宁夏）数学高考真题\2023年高考数学试卷（文）（全国乙卷）（空白卷）.pdf,papers/2023/数学/全国/全国乙卷/2023_数学_宁夏_全国乙卷_原卷.pdf,4
2023,英语,宁夏,老高考,2025,全国卷,common,全国乙卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（宁夏）英语高考真题\2023年高考英语试卷（全国乙卷）听力音频.mp3,papers/2023/英语/全国/全国乙卷/2023_英语_宁夏_全国乙卷_原卷.mp3,3
2023,物理,宁夏,老高考,2025,全国卷,common,全国乙卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2010-2024·（宁夏）物理高考真题\2023年高考物理试卷（全国乙卷）（空白卷）.pdf,papers/2023/物理/全国/全国乙卷/2023_物理_宁夏_全国乙卷_原卷.pdf,2
2023,化学,宁夏,老高考,2025,全国卷,common,全国乙卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考化学真题\版本2：化学（按省份分类）2008-2024\2010-2024·（宁夏）化学高考真题\2023年高考化学试卷（全国乙卷）（空白卷）.pdf,papers/2023/化学/全国/全国乙卷/2023_化学_宁夏_全国乙卷_原卷.pdf,2
2023,生物,宁夏,老高考,2025,全国卷,common,全国乙卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考生物真题\版本2：生物（按省份分类）2008-2024\2010-2024·（宁夏）生物高考真题\2023年高考生物试卷（全国乙卷）（空白卷）.pdf,papers/2023/生物/全国/全国乙卷/2023_生物_宁夏_全国乙卷_原卷.pdf,2
2023,政治,宁夏,老高考,2025,全国卷,common,全国乙卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考政治真题\版本2：政治（按省份分类）2008-2024\2010-2023·（宁夏）政治高考真题\2023年高考政治试卷（全国乙卷）（空白卷）.pdf,papers/2023/政治/全国/全国乙卷/2023_政治_宁夏_全国乙卷_原卷.pdf,2
2023,历史,宁夏,老高考,2025,全国卷,common,全国乙卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考历史真题\版本2：历史（按省份分类）2008-2024\2010-2024·（宁夏）历史高考真题\2023年高考历史试卷（全国乙卷）（空白卷）.pdf,papers/2023/历史/全国/全国乙卷/2023_历史_宁夏_全国乙卷_原卷.pdf,2
2023,地理,宁夏,老高考,2025,全国卷,common,全国乙卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考地理真题\版本2：地理（按省份分类）2008-2024\2010-2024·（宁夏）地理高考真题\2023年高考地理试卷（全国乙卷）（空白卷）.pdf,papers/2023/地理/全国/全国乙卷/2023_地理_宁夏_全国乙卷_原卷.pdf,2
2024,语文,宁夏,老高考,2025,全国卷,common,全国甲卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考语文真题\版本2：语文（按省份分类）2008-2024\2008-2024·（宁夏）语文高考真题\2024年高考语文试卷（全国甲卷）（空白卷）.pdf,papers/2024/语文/全国/全国甲卷/2024_语文_宁夏_全国甲卷_原卷.pdf,2
2024,数学,宁夏,老高考,2025,全国卷,common,全国甲卷,present_common,H:\New folder\【新】2008-2024·高考数学真题\【PDF版】2008-2024·高考数学真题\版本2：数学（按省份分类）2008-2024\2008-2024·（宁夏）数学高考真题\2024年高考数学试卷（文）（全国甲卷）（空白卷）.pdf,papers/2024/数学/全国/全国甲卷/2024_数学_宁夏_全国甲卷_原卷.pdf,4
2024,英语,宁夏,老高考,2025,全国卷,common,全国甲卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考英语真题\版本2：英语（按省份分类）2008-2024\2008-2024·（宁夏）英语高考真题\2024年高考英语试卷（全国甲卷）听力音频.mp3,papers/2024/英语/全国/全国甲卷/2024_英语_宁夏_全国甲卷_原卷.mp3,3
2024,物理,宁夏,老高考,2025,全国卷,common,全国甲卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2010-2024·（宁夏）物理高考真题\2024年高考物理试卷（全国甲卷）（空白卷）.pdf,papers/2024/物理/全国/全国甲卷/2024_物理_宁夏_全国甲卷_原卷.pdf,2
2024,化学,宁夏,老高考,2025,全国卷,common,全国甲卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考化学真题\版本2：化学（按省份分类）2008-2024\2010-2024·（宁夏）化学高考真题\2024年高考化学试卷（全国甲卷）（空白卷）.pdf,papers/2024/化学/全国/全国甲卷/2024_化学_宁夏_全国甲卷_原卷.pdf,2
2024,生物,宁夏,老高考,2025,全国卷,common,全国甲卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考生物真题\版本2：生物（按省份分类）2008-2024\2010-2024·（宁夏）生物高考真题\2024年高考生物试卷（全国甲卷）（空白卷）.pdf,papers/2024/生物/全国/全国甲卷/2024_生物_宁夏_全国甲卷_原卷.pdf,2
2024,政治,宁夏,老高考,2025,,missing,,missing,,,0
2024,历史,宁夏,老高考,2025,全国卷,common,全国甲卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考历史真题\版本2：历史（按省份分类）2008-2024\2010-2024·（宁夏）历史高考真题\2024年高考历史试卷（全国甲卷）（空白卷）.pdf,papers/2024/历史/全国/全国甲卷/2024_历史_宁夏_全国甲卷_原卷.pdf,2
2024,地理,宁夏,老高考,2025,全国卷,common,全国甲卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考地理真题\版本2：地理（按省份分类）2008-2024\2010-2024·（宁夏）地理高考真题\2024年高考地理试卷（全国甲卷）（空白卷）.pdf,papers/2024/地理/全国/全国甲卷/2024_地理_宁夏_全国甲卷_原卷.pdf,2
2025,语文,宁夏,新高考,2025,地方/区域卷,local,宁夏卷,present_local,H:\New folder\2025年高考真题及答案(按科目分类)\1.25高考语文试题及答案\【宁夏】2025年高考全国二卷语文高考真题文档版（含答案）.docx,papers/2025/语文/宁夏/宁夏卷/2025_语文_宁夏_宁夏卷_原卷.docx,7
2025,数学,宁夏,新高考,2025,地方/区域卷,local,宁夏卷,present_local,H:\New folder\2025年高考真题及答案(按科目分类)\2.25高考数学试题及答案\【宁夏】2025年高考全国二卷数学高考真题解析.docx,papers/2025/数学/宁夏/宁夏卷/2025_数学_宁夏_宁夏卷_原卷.docx,7
2025,英语,宁夏,新高考,2025,地方/区域卷,local,宁夏卷,present_local,H:\New folder\2025年高考真题及答案(按科目分类)\3.25高考英语试题及答案\【宁夏】2025年高考全国二卷英语高考真题文档版（含答案）.docx,papers/2025/英语/宁夏/宁夏卷/2025_英语_宁夏_宁夏卷_原卷.docx,7
2025,物理,宁夏,新高考,2025,地方/区域卷,local,山西卷,present_local,H:\New folder\2025全国各省高考真题+答案\28、宁夏卷（物理、历史、化学、地理、政治、生物）\2025年高考物理（陕西山西青海宁夏）-f873568a7cc8.docx,papers/2025/物理/宁夏/山西卷/2025_物理_宁夏_山西卷_原卷.docx,10
2025,化学,宁夏,新高考,2025,地方/区域卷,local,山西卷,present_local,H:\New folder\2025年高考真题及答案(按科目分类)\8.25高考化学真题及答案\0.真题试卷【化学】Word版+PDF版\【宁夏】2025年高考化学真题文档版适用地区：陕西、山西、宁夏、青海.docx,papers/2025/化学/宁夏/山西卷/2025_化学_宁夏_山西卷_原卷.docx,9
2025,生物,宁夏,新高考,2025,地方/区域卷,local,山西卷,present_local,H:\New folder\2025年高考真题及答案(按科目分类)\9.25高考生物真题答案\【宁夏】2025年高考生物真题文档版适用地区：陕西、山西、宁夏、青海.docx,papers/2025/生物/宁夏/山西卷/2025_生物_宁夏_山西卷_原卷.docx,8
2025,政治,宁夏,新高考,2025,,missing,,missing,,,0
2025,历史,宁夏,新高考,2025,地方/区域卷,local,山西卷,present_local,H:\New folder\2025年高考真题及答案(按科目分类)\6.25高考历史试题及答案\【宁夏】2025年高考历史真题文档版适用地区：陕西、山西、宁夏、青海 (1).docx,papers/2025/历史/宁夏/山西卷/2025_历史_宁夏_山西卷_原卷.docx,8
2025,地理,宁夏,新高考,2025,地方/区域卷,local,山西卷,present_local,H:\New folder\2025年高考真题及答案(按科目分类)\4.25高考地理真题及答案\【宁夏】2025年高考地理真题文档版适用地区：陕西、山西、宁夏、青海.docx,papers/2025/地理/宁夏/山西卷/2025_地理_宁夏_山西卷_原卷.docx,8
2026,语文,宁夏,新高考,2025,全国卷,common,全国II卷,covered_common,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\1、全国二卷（语数英）完整版\语文\2026高考语文全国Ⅱ卷试题.pdf,papers/2026/语文/全国/全国II卷/2026_语文_宁夏_全国II卷_covered_common.pdf,1
2026,数学,宁夏,新高考,2025,全国卷,common,宁夏卷,covered_common,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\1、全国二卷（语数英）完整版\数学\数学二卷.pdf,papers/2026/数学/全国/宁夏卷/2026_数学_宁夏_宁夏卷_covered_common.pdf,1
2026,英语,宁夏,新高考,2025,全国卷,common,全国II卷,covered_common,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\1、全国二卷（语数英）完整版\英语\2026高考英语全国Ⅱ卷听力.mp3,papers/2026/英语/全国/全国II卷/2026_英语_宁夏_全国II卷_covered_common.mp3,1
